Retailer Code,Retailer Name,Door Code,Door Name,Door Zip Code,Year,Week,UPC,SKU Descreption,POS Units,POS Amount
PJC,JEAN-COUTU,210155,PHCIE J.COUTU #273,J7E 2B4,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,221533,PHCIE J.COUTU #285,H3B 5K4,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,233349,PHCIE J.COUTU #275,G1X 4Y5,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,11.0,
PJC,JEAN-COUTU,213939,PHCIE J.COUTU #281,J1G 5G8,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,223573,PHARMAPHOR INC. #289,J2A 1B5,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,227783,PHCIE J.COUTU #300,H1S 2V4,2018,192018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,1.0,
PJC,JEAN-COUTU,222913,PHCIE J.COUTU #294,H1M 1W6,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,223129,PHCIE J.COUTU #290,J7B 1Z5,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,229625,PHCIE J.COUTU #315,J7K 3B4,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,3.0,
PJC,JEAN-COUTU,218036,PHARMABEN INC. #115,J2B 5L4,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,3.0,
PJC,JEAN-COUTU,229887,PHCIE J.COUTU #312,H8P 1B4,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,229977,PHCIE J.COUTU #324,G5A 1H9,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,238328,PHCIE J.COUTU #336,J6V 0E1,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,230804,PHCIE J.COUTU #317,J9J 0N4,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,231355,PHCIE J.COUTU #321,J3L 6Z6,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,231356,PHCIE J.COUTU #320,J7Y 4A5,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,217268,PHCIE J.COUTU #079,G1C 5R9,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,7.0,
PJC,JEAN-COUTU,217479,PHCIE J.COUTU #169,H7C 1M4,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,210885,PHCIE J.COUTU #011,J6S 1Y2,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,4.0,
PJC,JEAN-COUTU,234987,PHCIE J.COUTU #305,J4L 4K5,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,3.0,
PJC,JEAN-COUTU,232677,PHCIE J.COUTU #325,J2S 3V9,2018,192018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,2.0,
PJC,JEAN-COUTU,232677,PHCIE J.COUTU #325,J2S 3V9,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,232921,PHCIE J.COUTU #344,G0S 2E0,2018,192018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,1.0,
PJC,JEAN-COUTU,233348,PHCIE J.COUTU #335,H9H 3B7,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,211997,PHCIE J.COUTU #195,G2B 5S1,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,212653,PHARMA GILLES LALONDE (PJC #202),J9H 6A6,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,214499,PHCIE J.COUTU #229,J3T 1Z9,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,216069,PHCIE J.COUTU #223,J0N 1P0,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,220998,PHCIE J.COUTU #220,J7J 1G9,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,212307,PHCIE J.COUTU #222,G1C 5K1,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,212429,PHCIE J.COUTU #228,G6G 6H1,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,212559,PHCIE J.COUTU #227,J3R 3L9,2018,192018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,1.0,
PJC,JEAN-COUTU,212559,PHCIE J.COUTU #227,J3R 3L9,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,5.0,
PJC,JEAN-COUTU,214826,PHCIE J.COUTU #242,J5T 2H5,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,217930,PHCIE J.COUTU #171,J5Y 2P9,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,218124,PHCIE J.COUTU #237,H7M 5E2,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,211396,PHCIE J.COUTU #239,G7A 4X8,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,211671,PHCIE J.COUTU #238,J7G 1W6,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,211776,PHCIE J.COUTU #244,H4V 1J2,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,211849,PHCIE J.COUTU #251,J4S 1H1,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,3.0,
PJC,JEAN-COUTU,211328,PHCIE J.COUTU #270,J1T 4R1,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,3.0,
PJC,JEAN-COUTU,211844,PHCIE J.COUTU #259,G8Z 4N8,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,211867,PHCIE J.COUTU #261,H7R 5P8,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,217929,PHCIE J.COUTU #164,H9C 2H2,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,4.0,
PJC,JEAN-COUTU,217930,PHCIE J.COUTU #171,J5Y 2P9,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,217947,PHCIE J.COUTU #166,H7T 1R3,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,3.0,
PJC,JEAN-COUTU,218761,PHCIE J.COUTU #156,J7V 4X3,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,3.0,
PJC,JEAN-COUTU,215853,PHCIE J.COUTU #049,J4B 6P5,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,3.0,
PJC,JEAN-COUTU,216665,PHCIE J.COUTU #172,H3P 2H7,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,226073,PHCIE J.COUTU #006,G1X 1S1,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,217479,PHCIE J.COUTU #169,H7C 1M4,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,210093,PHCIE J.COUTU #162,J4V 2H3,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,210898,PHARMAGEL INC. #161,J2C 2B8,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,218777,PHCIE J.COUTU #187,G6E 2S5,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,4.0,
PJC,JEAN-COUTU,216588,PHCIE J.COUTU #142,H2P 1V4,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,220769,PHCIE J.COUTU #173,G6P 3Z4,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,210481,PHCIE J.COUTU #174,G7H 4C2,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,211183,PHCIE J.COUTU #184,G6P 4T2,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,211246,PHCIE J.COUTU #178,J1N 3S5,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,211670,PHCIE J.COUTU #177,G2E 5W2,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,4.0,
PJC,JEAN-COUTU,214893,PHCIE J.COUTU #207,J2N 2C8,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,215756,PHCIE J.COUTU #046,J6A 5N4,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,215853,PHCIE J.COUTU #049,J4B 6P5,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,4.0,
PJC,JEAN-COUTU,216468,PHCIE J.COUTU #056,G5Y 5S4,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,216493,PHCIE J.COUTU #055,H1N 3P6,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,216495,PHCIE J.COUTU #057,J8P 1E3,2018,192018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,1.0,
PJC,JEAN-COUTU,216554,PHCIE J.COUTU #061,H2J 1W6,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,4.0,
PJC,JEAN-COUTU,210909,PHCIE J.COUTU #053,J7R 4Z3,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,215872,PHCIE J.COUTU #100,H7A 1Z6,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,4.0,
PJC,JEAN-COUTU,216946,PHCIE J.COUTU #071,H1S 1V6,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,217027,PHCIE J.COUTU #072,J9X 2R5,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,211663,PHCIE J.COUTU #196,G8T 2A3,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,211997,PHCIE J.COUTU #195,G2B 5S1,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,3.0,
PJC,JEAN-COUTU,215820,PHCIE J.COUTU #088,J3H 3N8,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,210481,PHCIE J.COUTU #174,G7H 4C2,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,218761,PHCIE J.COUTU #156,J7V 4X3,2018,212018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,2.0,
PJC,JEAN-COUTU,217691,PHCIE J.COUTU #143,J4Z 3G3,2018,222018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,2.0,
PJC,JEAN-COUTU,211246,PHCIE J.COUTU #178,J1N 3S5,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,217929,PHCIE J.COUTU #164,H9C 2H2,2018,222018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,211237,PHCIE J.COUTU #179,J0K 1S0,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,217665,PHCIE J.COUTU #094,H2H 1J4,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,220769,PHCIE J.COUTU #173,G6P 3Z4,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,216069,PHCIE J.COUTU #223,J0N 1P0,2018,212018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,1.0,
PJC,JEAN-COUTU,212559,PHCIE J.COUTU #227,J3R 3L9,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,211806,PHCIE J.COUTU #250,H3B 1E5,2018,222018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,1.0,
PJC,JEAN-COUTU,211246,PHCIE J.COUTU #178,J1N 3S5,2018,222018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,211600,PHCIE J.COUTU #185,J9E 1Z6,2018,222018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,217735,PHCIE J.COUTU #084,H7M 4M2,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,218335,PHCIE J.COUTU #158,J8H 1Y3,2018,212018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,1.0,
PJC,JEAN-COUTU,220928,PHCIE J.COUTU #134,G6X 1W8,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,4.0,
PJC,JEAN-COUTU,213085,PHCIE J.COUTU #146,H1B 4A5,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,214120,PHCIE J.COUTU #116,G0A 3C0,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,4.0,
PJC,JEAN-COUTU,217691,PHCIE J.COUTU #143,J4Z 3G3,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,217741,PHCIE J.COUTU #096,J4P 2J6,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,218058,PHCIE J.COUTU #117 - INACTIF,G4W 1A7,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,210898,PHARMAGEL INC. #161,J2C 2B8,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,3.0,
PJC,JEAN-COUTU,211670,PHCIE J.COUTU #177,G2E 5W2,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,4.0,
PJC,JEAN-COUTU,212746,PHCIE J.COUTU #087,J3G 4G7,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,210720,PHCIE J.COUTU #180,J3Y 7R9,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,213966,PHCIE J.COUTU #182,J0K 1A0,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,3.0,
PJC,JEAN-COUTU,214948,PHCIE J.COUTU #186,G3Z 2W3,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,218059,PHCIE J.COUTU #118,G1R 2A5,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,4.0,
PJC,JEAN-COUTU,218777,PHCIE J.COUTU #187,G6E 2S5,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,4.0,
PJC,JEAN-COUTU,210435,PHCIE J.COUTU #183,G6Z 0A7,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,3.0,
PJC,JEAN-COUTU,211183,PHCIE J.COUTU #184,G6P 4T2,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,4.0,
PJC,JEAN-COUTU,216541,PHCIE J.COUTU #155,J3L 1W3,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,211611,PHCIE J.COUTU #189,G8B 5E5,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,214651,PHCIE J.COUTU #039,J3V 1P8,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,3.0,
PJC,JEAN-COUTU,218180,PHCIE J.COUTU #123,G1H 2S2,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,4.0,
PJC,JEAN-COUTU,218208,PHCIE J.COUTU #119,H7P 4V9,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,3.0,
PJC,JEAN-COUTU,218296,PHCIE J.COUTU #136,H2B 1K9,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,216529,PHCIE J.COUTU #097,J5B 0A1,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,211769,PHCIE J.COUTU #194,H7L 4V6,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,4.0,
PJC,JEAN-COUTU,237668,PHCIE J.COUTU #338,J0L 1N0,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,234567,PHCIE J.COUTU #356,G2E 4K1,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,234900,PHCIE J.COUTU #348,J5Y 0K3,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,233068,PHCIE J.COUTU #341,J6A 5L3,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,233267,PHARMACHARLES INC. #343,J2C 1A8,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,237462,PHCIE J.COUTU #378,J0R 1T0,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,5.0,
PJC,JEAN-COUTU,237959,PHCIE J.COUTU #371,J4Y 0E2,2018,192018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,216467,PHCIE J.COUTU #054,J7A 2H3,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,216493,PHCIE J.COUTU #055,H1N 3P6,2018,182018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,217613,PHCIE J.COUTU #153,J7E 2X6,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,217851,PHCIE J.COUTU #106,H4E 3J2,2018,222018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,4.0,
PJC,JEAN-COUTU,210252,PHCIE J.COUTU #101,J3X 2C7,2018,222018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,217947,PHCIE J.COUTU #166,H7T 1R3,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,214651,PHCIE J.COUTU #039,J3V 1P8,2018,222018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,4.0,
PJC,JEAN-COUTU,227588,PHCIE J.COUTU #296,J4N 1C2,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,231356,PHCIE J.COUTU #320,J7Y 4A5,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,234900,PHCIE J.COUTU #348,J5Y 0K3,2018,212018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,1.0,
PJC,JEAN-COUTU,234900,PHCIE J.COUTU #348,J5Y 0K3,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,238153,PHCIE J.COUTU #381,H2X 1Y1,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,217691,PHCIE J.COUTU #143,J4Z 3G3,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,216529,PHCIE J.COUTU #097,J5B 0A1,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,212829,9119-7889 QUEBEC INC.,J2S 3H2,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,221533,PHCIE J.COUTU #285,H3B 5K4,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,210252,PHCIE J.COUTU #101,J3X 2C7,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,233348,PHCIE J.COUTU #335,H9H 3B7,2018,222018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,218209,PHCIE J.COUTU #129,E1A 1N5,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,210569,PHCIE J.COUTU #133,J1X 2R9,2018,212018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,5.0,
PJC,JEAN-COUTU,217134,PHCIE J.COUTU #075,H1H 3Z6,2018,222018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,1.0,
SEP,SEPHORA CANADA,238292,SEPHORA #578 DIX30,J4Y 0L1,2018,192018,3605971282065,LC TIU CAMO CNCLR 310 BISQUE C 14G,1.0,
SEP,SEPHORA CANADA,231967,SEPHORA #528 VANCOUVER,V7Y 1G5,2018,192018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,1.0,
SEP,SEPHORA CANADA,243107,SEPHORA THUNDER BAY 870,P7B 6B9,2018,192018,3605971282065,LC TIU CAMO CNCLR 310 BISQUE C 14G,1.0,
SEP,SEPHORA CANADA,231967,SEPHORA #528 VANCOUVER,V7Y 1G5,2018,192018,3605971282065,LC TIU CAMO CNCLR 310 BISQUE C 14G,1.0,
SEP,SEPHORA CANADA,226529,SEPHORA #506 SCARBOROUGH,M1P 4P5,2018,192018,3605971282065,LC TIU CAMO CNCLR 310 BISQUE C 14G,-1.0,
SEP,SEPHORA CANADA,237001,SEPHORA #550 STE-CATHERINE,H3B 5K4,2018,192018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,1.0,
SEP,SEPHORA CANADA,240921,SEPHORA #852 MASONVILLE,N6G 3Y9,2018,192018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,-1.0,
SEP,SEPHORA CANADA,227729,SEPHORA #510 WEST EDM. MALL,T5T 4M2,2018,192018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,1.0,
SEP,SEPHORA CANADA,227753,SEPHORA #514 CHINOOK CENTRE,T2H 0K8,2018,192018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,2.0,
SEP,SEPHORA CANADA,228219,SEPHORA #508 BLOOR,M5S 1R1,2018,192018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,1.0,
SEP,SEPHORA CANADA,224051,SEPHORA #500 YONGE,M5B 2H1,2018,192018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,4.0,
SEP,SEPHORA CANADA,240149,SEPHORA #846 ROBSON,V6Z 2V7,2018,202018,3605971282065,LC TIU CAMO CNCLR 310 BISQUE C 14G,-1.0,
SEP,SEPHORA CANADA,240252,SEPHORA #842 PEN CENTRE,L2T 2K9,2018,202018,3605971282065,LC TIU CAMO CNCLR 310 BISQUE C 14G,1.0,
SEP,SEPHORA CANADA,225946,SEPHORA #504 MISSISSAUGA,L5B 2G6,2018,202018,3605971282065,LC TIU CAMO CNCLR 310 BISQUE C 14G,1.0,
SEP,SEPHORA CANADA,236516,SEPHORA #558 KELOWNA,V1Y 6H2,2018,202018,3605971282065,LC TIU CAMO CNCLR 310 BISQUE C 14G,1.0,
SEP,SEPHORA CANADA,241089,SEPHORA DOTCA E-COMMERCE,L6T 5A3,2018,202018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,2.0,
SEP,SEPHORA CANADA,241839,SEPHORA #858 VAUGHAN MILLS,L4K 5W4,2018,202018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,1.0,
SEP,SEPHORA CANADA,224677,SEPHORA #502 YORKDALE,M6A 2T9,2018,202018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,1.0,
SEP,SEPHORA CANADA,225946,SEPHORA #504 MISSISSAUGA,L5B 2G6,2018,202018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,1.0,
SEP,SEPHORA CANADA,231967,SEPHORA #528 VANCOUVER,V7Y 1G5,2018,202018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,1.0,
SEP,SEPHORA CANADA,240149,SEPHORA #846 ROBSON,V6Z 2V7,2018,202018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,1.0,
